analysis_group,zone,model,x_label,y_label,method,n_raw_points,n_curve_points,pearson_r,pearson_p,spearman_rho,spearman_p,kendall_tau,kendall_p,abs_pearson_r,abs_spearman_r,abs_spearman_minus_abs_pearson,raw_net_change,absolute_net_change,normalized_net_change,normalized_absolute_net_change,positive_slope_fraction,negative_slope_fraction,flat_slope_fraction,dominant_slope_sign,monotonic_fraction,number_of_slope_sign_changes,early_slope,middle_slope,late_slope,early_absolute_slope,middle_absolute_slope,late_absolute_slope,early_late_slope_sign_consistency,early_late_slope_sign_opposition,has_internal_valley,has_internal_peak,number_of_internal_extrema,turning_point_x_norm,turning_point_y_norm,turning_point_type,turning_point_x,two_line_left_slope,two_line_right_slope,two_line_left_p,two_line_right_p,two_line_test_evidence,u_test_stat,u_test_p,lind_mehlum_stat,lind_mehlum_p,raw_amplitude,normalized_amplitude,amplitude_norm_by_y_sd,amplitude_norm_by_y_range,amplitude_divided_by_raw_y_range,raw_y_sd_for_strength,strength_raw_net_change,strength_absolute_net_change,strength_normalized_net_change,strength_normalized_absolute_net_change,raw_total_variation,normalized_total_variation,mean_absolute_elasticity,median_absolute_elasticity,max_absolute_elasticity,mean_absolute_slope,max_absolute_slope,median_absolute_slope,slope_standard_deviation,slope_interquartile_range,overall_standardized_slope,mean_standardized_absolute_slope,max_standardized_absolute_slope,early_standardized_slope,middle_standardized_slope,late_standardized_slope,early_absolute_standardized_slope,middle_absolute_standardized_slope,late_absolute_standardized_slope,middle_to_early_absolute_slope_ratio,late_to_early_absolute_slope_ratio,accumulated_absolute_variation_final_value,accumulated_absolute_variation_early_value,accumulated_absolute_variation_middle_value,accumulated_absolute_variation_late_value,accumulated_slope_final_value,accumulated_slope_early_value,accumulated_slope_middle_value,accumulated_slope_late_value,tightness_n_raw,tightness_n_predicted,tightness_prediction_fraction,raw_y_sd_for_tightness,raw_y_range_for_tightness,r_squared,rmse,normalized_rmse_raw_y_range,normalized_rmse_raw_y_std,nrmse_by_raw_y_range,nrmse_by_sd,residual_variance,residual_standard_deviation,mean_absolute_residual,median_absolute_residual,residual_iqr,residual_90_interval_width,residual_95_interval_width,residual_90_interval_width_by_sd,residual_95_interval_width_by_sd,mean_buffer_width,median_buffer_width,buffer_width_90,buffer_width_95,mean_buffer_width_by_sd,median_buffer_width_by_sd,buffer_width90_by_sd,buffer_width95_by_sd,early_mean_absolute_residual,early_median_absolute_residual,early_rmse,early_rmse_by_sd,early_nrmse_by_sd,early_residual_variance,early_buffer_width_90,early_buffer_width_95,early_buffer_width90_by_sd,early_buffer_width95_by_sd,middle_mean_absolute_residual,middle_median_absolute_residual,middle_rmse,middle_rmse_by_sd,middle_nrmse_by_sd,middle_residual_variance,middle_buffer_width_90,middle_buffer_width_95,middle_buffer_width90_by_sd,middle_buffer_width95_by_sd,late_mean_absolute_residual,late_median_absolute_residual,late_rmse,late_rmse_by_sd,late_nrmse_by_sd,late_residual_variance,late_buffer_width_90,late_buffer_width_95,late_buffer_width90_by_sd,late_buffer_width95_by_sd,shape_label,piecewise_breakpoint,symbolic_expression,net_change_by_sd,absolute_net_change_by_sd,abs_net_change_by_sd,total_variation_by_sd
all_zones_E_soil,HW,CLASSIC,P,E_soil,Equal-width bins,12340,10,-0.8640710863017597,0.0012634765387968,-0.8303030303030302,0.0029402270232795,-0.6444444444444444,0.0091484788359788,0.8640710863017597,0.8303030303030302,-0.0337680559987294,-94.11201,94.11201,-0.5574252007226116,0.5574252007226116,0.4444444444444444,0.5555555555555556,0.0,negative,0.5555555555555556,2,-0.295397151903015,-2.022833376625295,0.0974684361720942,0.295397151903015,2.022833376625295,0.0974684361720942,False,True,True,True,2,0.2816093470168222,0.9836148479508918,peak,1009.0958333333332,1.19537082658475,-0.9692147002299644,0.1414349594140342,0.0163222643541079,False,,,,,168.8334325,1.841624418127634,1.841624418127634,0.4070514853605365,0.4070514853605365,91.67636508189425,-94.11201,94.11201,-0.5574252007226116,0.5574252007226116,243.55485500000003,1.4425747992773883,0.6870224109237196,0.7929394598078229,1.0452640005906089,1.4137874042337086,3.088263843976728,1.4296180006317505,1.488019252578041,2.1028411681829544,-0.7402540307854051,1.4137874042337086,3.088263843976728,-0.295397151903015,-2.022833376625295,0.0974684361720942,0.295397151903015,2.022833376625295,0.0974684361720942,6.847843195486979,0.3299572644630477,1.4425747992773883,0.5709688156698468,1.1962188235437317,1.4425747992773883,1.4425747992773883,0.5709688156698468,1.1962188235437317,1.4425747992773883,12340,12294,0.9962722852512156,91.67636508189425,414.77169,0.2845743720562603,77.51112591145383,0.1868766065288926,0.8454864658106085,0.1868766065288926,0.8454864658106085,5897.575722143075,76.79567515259616,59.83495178467575,47.33860591958051,95.88925448071778,259.786677805575,309.4720832938508,2.8337366732800575,3.375701938197487,59.83495178467575,47.33860591958051,259.786677805575,309.4720832938508,0.6526758748694428,0.5163665234468346,2.8337366732800575,3.375701938197487,63.0819485657795,52.85924533383991,79.22531485474171,0.8641847305351817,0.8641847305351817,6184.408922369615,266.760941461829,306.712789570812,2.909811500745391,3.3456037365445974,61.809675794085805,51.71627065848327,78.87490125377501,0.8603624411080902,0.8603624411080902,6149.2144345159795,259.5185709072938,308.0759454374342,2.830812180167338,3.360472954640281,41.63783264300203,23.898217473072194,65.40903606564602,0.713477634145031,0.713477634145031,3801.510561458496,202.52793351235184,243.7008368938762,2.209161907013157,2.6582733366029396,Non-monotonic: U-shaped / inverted-U,,,-1.026567860930459,1.026567860930459,1.026567860930459,2.6566809753248086
all_zones_E_soil,HW,CLASSIC,P,E_soil,Equal-count bins,12340,10,-0.9686878600270408,4.049639049835891e-06,-0.9636363636363636,7.320974809529922e-06,-0.911111111111111,2.976190476190476e-05,0.9686878600270408,0.9636363636363636,-0.0050514963906771,-154.935545,154.935545,-0.9232188347778086,0.9232188347778086,0.1111111111111111,0.8888888888888888,0.0,negative,0.8888888888888888,1,-1.1877330510400768,-1.0940048005670746,-0.6206003721272122,1.1877330510400768,1.0940048005670746,0.6206003721272122,True,False,False,True,1,0.0808102758788528,0.9959370146479584,peak,923.6488932291668,,-1.1581353417123177,,1.54482017527914e-05,,,,,,167.82103999999998,1.8305813046807204,1.8305813046807204,0.4046106425440944,0.4046106425440944,91.67636508189425,-154.935545,154.935545,-0.9232188347778086,0.9232188347778086,180.70653499999997,1.0767811652221917,0.7118499855155802,0.6294874628944984,1.251628907252083,1.293445121450531,2.52501395134205,1.0370085085402367,0.9372279021779564,1.0136334459308678,-1.09347555878098,1.293445121450531,2.52501395134205,-1.1877330510400768,-1.0940048005670746,-0.6206003721272122,1.1877330510400768,1.0940048005670746,0.6206003721272122,0.9210864340342084,0.522508295600399,1.0767811652221912,0.5294451458529869,0.9066305094998812,1.0767811652221912,1.0767811652221912,0.5294451458529869,0.9066305094998812,1.0767811652221912,12340,11106,0.9,91.67636508189425,414.77169,0.2628399870610931,77.63227923242937,0.1871687029373421,0.8468079985837209,0.1871687029373421,0.8468079985837209,5945.948659729862,77.10997769244823,60.30384698822259,48.4153232250827,97.966532728078,258.35806109141834,310.50106587557883,2.8181534123939995,3.3869260152080543,60.30384698822259,48.4153232250827,258.35806109141834,310.50106587557883,0.6577905541341362,0.5281112878093872,2.8181534123939995,3.3869260152080543,64.09141341382085,53.14467155869207,80.77796230578329,0.881120910865353,0.881120910865353,6498.2482609384915,270.67743041649493,317.4739931745722,2.952532314895988,3.462986265772793,60.9538085182173,52.689372965324,78.27314824610966,0.8537985573074203,0.8537985573074203,5994.516418833083,252.43958510922585,292.23849723889657,2.753595050193387,3.187719069989749,44.84921181610584,31.408947896181225,62.933962019754965,0.6864796827790483,0.6864796827790483,3674.22335092793,198.7485322233009,243.84436221102192,2.16793643646058,2.659838901697253,Non-monotonic: U-shaped / inverted-U,,,-1.690027139073375,1.690027139073375,1.690027139073375,1.9711354702880652
all_zones_E_soil,HW,CLASSIC,P,E_soil,LOWESS,12340,12149,-0.9471078357969392,0.0,-0.9881470276166848,0.0,-0.9608552710658592,0.0,0.9471078357969392,0.9881470276166848,0.0410391918197454,-101.69679455871967,101.69679455871967,-0.6140552852460844,0.6140552852460844,0.0756503128086927,0.922950279881462,0.0013994073098452,negative,0.922950279881462,33,-1.5231235066764708,-2.3565496408857793,-0.4516399885200147,1.5231235066764708,2.3565496408857793,0.4516399885200147,True,False,True,True,33,0.2162051951319032,0.9999994489976926,peak,833.0291015625,2.259789764603121,-1.8397306372005644,0.0,0.0,True,,,,,165.61504640085363,1.806518465832608,1.806518465832608,0.3992920693330193,0.3992920693330193,91.67636508189425,-101.69679455871967,101.69679455871967,-0.6140552852460844,0.6140552852460844,242.4771669498988,1.4641010718495262,0.6070362327555743,0.6208605156712,1.360310650412366,2.197305073787581,5.042176413502997,2.032925366100553,1.752142077455016,2.33668811373569,-1.856338922326264,2.197305073787581,5.042176413502997,-1.5231235066764708,-2.3565496408857793,-0.4516399885200147,1.5231235066764708,2.3565496408857793,0.4516399885200147,1.5471822413324083,0.2965222364045284,1.464101071849526,0.7383986258372475,1.3647527794267174,1.464101071849526,1.464101071849526,0.7383986258372475,1.3647527794267174,1.464101071849526,12340,12340,1.0,91.67636508189425,414.77169,0.2972688805569267,76.8483205318302,0.1852786060008825,0.838256626592708,0.1852786060008825,0.838256626592708,5855.539707456788,76.52149833515277,59.831422821854126,47.20181466050748,95.2996479061015,256.3147048701476,307.89319483637,2.795864611791517,3.3584795226264688,59.831422821854126,47.20181466050748,256.3147048701476,307.89319483637,0.6526373811658751,0.5148744130326528,2.795864611791517,3.3584795226264688,63.28940075940155,52.830611167560136,79.40725338877203,0.8661693045730791,0.8661693045730791,6284.370514570521,269.58626405311327,312.1529764713077,2.9406299411226944,3.404944951650977,60.08799595914966,49.34720194906258,77.00630804529835,0.8399799444110687,0.8399799444110687,5855.513662395971,250.29713450931115,297.3524524138944,2.730225334367494,3.243501770039315,42.18998106027363,29.95433285341537,62.42525719606056,0.6809307626921755,0.6809307626921755,3817.336832179294,195.9826645617038,247.06666918687552,2.137766526701109,2.694987622667757,Non-monotonic: U-shaped / inverted-U,,,-1.1093022118391607,1.1093022118391607,1.1093022118391607,2.644925622141482
all_zones_E_soil,HW,CLASSIC,P,E_soil,Polynomial degree 3,12340,300,-0.8415801850299687,1.0563258961417909e-81,-0.8131974799719998,4.987477942887872e-72,-0.6405351170568563,1.738586613476005e-61,0.8415801850299687,0.8131974799719998,-0.0283827050579689,-33.762054362344145,33.762054362344145,-0.2044889536798747,0.2044889536798747,0.3846153846153846,0.6086956521739131,0.0066889632107023,negative,0.6086956521739131,2,-0.2091716019915101,-2.126050341311112,1.702539468386685,0.2091716019915101,2.126050341311112,1.702539468386685,False,True,True,True,2,0.7508361204013378,2.117995896498291e-05,valley,2892.9385272958475,-1.5823041583489696,2.465827676913157,1.4572880236833266e-122,7.112133166304046e-42,True,,,,,165.10453867937673,1.8009498798505954,1.8009498798505954,0.3980612531182558,0.3980612531182558,91.67636508189425,-33.762054362344145,33.762054362344145,-0.2044889536798747,0.2044889536798747,296.4470229964093,1.7955110463201254,0.9219624376551986,0.6933321058722548,3.9039938856816256,1.7955110463201254,5.5000010481033215,1.8180892207359944,2.10082099305444,3.2264615045968945,-0.204488953679875,1.7955110463201254,5.5000010481033215,-0.2091716019915101,-2.126050341311112,1.702539468386685,0.2091716019915101,2.126050341311112,1.702539468386685,10.164144277086926,8.139438873044476,1.7955110463201267,0.4153140977239126,1.1192571873219064,1.7955110463201267,1.7955110463201267,0.4153140977239126,1.1192571873219064,1.7955110463201267,12340,12340,1.0,91.67636508189425,414.77169,0.2902328497553644,77.23208070960838,0.1862038383323808,0.8424426583734771,0.1862038383323808,0.8424426583734771,5965.277700502967,77.23521023796702,60.93889956032287,49.45019891818713,97.46272367286328,260.29742245185446,306.6470668369012,2.8393078436228523,3.3448868371141707,60.93889956032287,49.45019891818713,260.29742245185446,306.6470668369012,0.6647176674804496,0.5393996465066367,2.8393078436228523,3.3448868371141707,63.70870481698981,53.21286940004069,79.96287043185558,0.8722299401860554,0.8722299401860554,6366.9066309526315,270.3524210515267,313.0839603798992,2.948987133270627,3.415100065324604,61.59911049672247,51.2785356683255,77.06277355149808,0.8405958665863129,0.8405958665863129,5912.4244262373,254.12328958619264,301.7389716297295,2.7719607922847405,3.29134964459146,44.16722581092383,29.59749874572927,64.12140295300156,0.6994322134796913,0.6994322134796913,4086.280672015841,213.80901542629513,270.5235807547857,2.3322152360131225,2.9508541325032662,Non-monotonic: U-shaped / inverted-U,,,-0.3682743565605442,0.3682743565605442,0.3682743565605442,3.2336254031406457
all_zones_E_soil,HW,CLASSIC,P,E_soil,GAM,12340,300,-0.8981408047729743,2.3645477963015957e-108,-0.8976695296614406,4.535347470891278e-108,-0.718573021181717,6.675660708629979e-77,0.8981408047729743,0.8976695296614406,-0.0004712751115336,-102.94441154525516,102.94441154525516,-0.6387461550859461,0.6387461550859461,0.3444816053511705,0.6521739130434783,0.0033444816053511,negative,0.6521739130434783,3,0.2429351787349373,-1.8382329451442496,-0.3329355667491087,0.2429351787349373,1.8382329451442496,0.3329355667491087,False,True,True,True,3,0.2207357859531772,1.0,peak,850.4852686036788,1.9244306773613136,-1.2180923368116174,4.476459729264226e-53,1.2600094043227934e-85,True,,,,,161.1663893795236,1.7579927960227713,1.7579927960227713,0.3885665132534083,0.3885665132534083,91.67636508189425,-102.94441154525516,102.94441154525516,-0.6387461550859461,0.6387461550859461,241.1678451812027,1.4963904453631904,0.5308826294502181,0.5685285200906613,1.8490087579882235,1.4963904453631902,3.486384699759895,1.165288512678365,1.6538458870960877,2.314428976835327,-0.6387461550859459,1.4963904453631902,3.486384699759895,0.2429351787349373,-1.8382329451442496,-0.3329355667491087,0.2429351787349373,1.8382329451442496,0.3329355667491087,7.566763095887057,1.3704707917677472,1.4963904453631915,0.6412584661709382,1.2499041570380982,1.4963904453631915,1.4963904453631915,0.6412584661709382,1.2499041570380982,1.4963904453631915,12340,12340,1.0,91.67636508189425,414.77169,0.303873803508295,76.48632180202299,0.1844058397573445,0.8343079673119453,0.1844058397573445,0.8343079673119453,5850.631540557972,76.48942110225421,60.41613373863272,49.10493233823675,96.11700327508572,257.1691448689642,306.384661954465,2.805184789331861,3.342024541230147,60.41613373863272,49.10493233823675,257.1691448689642,306.384661954465,0.6590153709155371,0.5356335004597036,2.805184789331861,3.342024541230147,63.38948370146264,52.91882385224787,79.27943727122188,0.8647750944357555,0.8647750944357555,6286.4811788734805,268.97415961403055,312.00677237464845,2.933953144561924,3.403350166598923,60.77626369718075,50.97091909943022,76.51820548288885,0.8346557524890451,0.8346557524890451,5855.970949346884,250.4752853032698,296.8170167082948,2.732168591975925,3.2376612711809525,44.43674618091849,36.04281053714104,61.56081179204924,0.6715014468239131,0.6715014468239131,3793.179276467456,195.62342712103825,246.45976532900184,2.1338479873878984,2.6883675537183445,Non-monotonic: U-shaped / inverted-U,,,-1.122911139128337,1.122911139128337,1.122911139128337,2.630643622985795
all_zones_E_soil,HW,CLASSIC,P,E_soil,Piecewise linear,12340,300,-0.9566472952819196,1.0823422520859902e-161,-0.9423371370793008,1.05676957262279e-143,-0.8505239687848384,5.694266386691866e-107,0.9566472952819196,0.9423371370793008,-0.0143101582026188,-184.7318836709937,184.7318836709937,-0.7686754150444634,0.7686754150444634,0.1939799331103679,0.8060200668896321,0.0,negative,0.8060200668896321,1,0.1752505395283259,-1.2430100655835536,-1.2430100655835532,0.1752505395283259,1.2430100655835536,1.2430100655835532,False,True,False,True,1,0.1939799331103678,1.0,peak,747.3961451365662,1.192518118994922,-1.242952374959572,0.0,0.0,True,,,,,240.3249538822678,2.6214494179343415,2.6214494179343415,0.5794150364560026,0.5794150364560026,91.67636508189425,-184.7318836709937,184.7318836709937,-0.7686754150444634,0.7686754150444634,295.91802409354193,1.2313245849555363,1.217557279219105,0.7345387015985538,5.474141446420484,1.2313245849555368,1.2430100655836205,1.2430100655835457,0.9626658718882042,6.505906924303417e-14,-0.7686754150444635,1.2313245849555368,1.2430100655836205,0.1752505395283259,-1.2430100655835536,-1.2430100655835532,0.1752505395283259,1.2430100655835536,1.2430100655835532,7.092760278678884,7.092760278678881,1.2313245849555343,0.4040369493330379,0.8156021549944817,1.2313245849555343,1.2313245849555343,0.4040369493330379,0.8156021549944817,1.2313245849555343,12340,12340,1.0,91.67636508189425,414.77169,0.2769623255691862,77.95074159336228,0.1879365045221921,0.850281765902576,0.1879365045221921,0.850281765902576,6076.810562216864,77.95390023736377,61.791525988851475,51.321724890657755,100.27151294292682,260.1712246461311,305.8894985345918,2.8379312859287222,3.336623329920875,61.791525988851475,51.321724890657755,260.1712246461311,305.8894985345918,0.6740180627106374,0.5598141336080702,2.8379312859287222,3.336623329920875,63.617089533070306,52.88538740719195,80.00737938586596,0.8727154410451985,0.8727154410451985,6312.873514801699,270.43508220932017,312.0433181996455,2.949888795958929,3.403748806149743,63.04893391260956,55.630009506209696,77.6396507794421,0.8468884069529462,0.8468884069529462,5893.913319130211,250.69738613452927,295.5878197876831,2.734591253815332,3.224253268807455,45.96137749446235,29.13590826004136,69.57100018485414,0.758876075886152,0.758876075886152,4302.079526338154,215.98550305980424,260.4255936895687,2.3559562256516715,2.840705927388496,Non-monotonic: U-shaped / inverted-U,750.387757544186,,-2.0150437193487463,2.0150437193487463,2.0150437193487463,3.227855116519936
all_zones_E_soil,HW,CLASSIC,P,E_soil,Symbolic regression,12340,300,-0.6935581102927464,2.392894428440038e-44,-0.9993639929332548,0.0,-0.9976365663322186,1.9756855206943253e-146,0.6935581102927464,0.9993639929332548,0.3058058826405084,-193.90104875029888,193.90104875029888,-0.1042842657485491,0.1042842657485491,0.0033444816053511,0.9966555183946488,0.0,negative,0.9966555183946488,1,-0.1249228618996516,-0.1224817895123866,-0.0656301210712473,0.1249228618996516,0.1224817895123866,0.0656301210712473,True,False,False,False,0,,,,,,,,,,,,,,1859.350951540804,20.281682742109716,20.281682742109716,4.482829943241313,4.482829943241313,91.67636508189425,-193.90104875029888,193.90104875029888,-0.1042842657485491,0.1042842657485491,3524.8008543313085,1.8957157342514508,0.7151762768160969,0.6228722978991261,27.475731409494404,1.8957157342514517,267.8190045411838,0.1163006607808604,16.14793238180158,0.1915755742055516,-0.104284265748549,1.8957157342514517,267.8190045411838,-0.1249228618996516,-0.1224817895123866,-0.0656301210712473,0.1249228618996516,0.1224817895123866,0.0656301210712473,0.9804593622804936,0.5253651739420353,1.8957157342514523,1.833211689874024,1.873765860983476,1.8957157342514523,1.8957157342514523,1.833211689874024,1.873765860983476,1.8957157342514523,12340,12340,1.0,91.67636508189425,414.77169,0.1079027957538552,86.58564108864111,0.2087549444096368,0.944470704213615,0.2087549444096368,0.944470704213615,7062.26789873659,84.03730063927917,63.7030791372968,49.74519262432091,103.2955820541148,258.7086956092118,306.37401991311407,2.8219781115678844,3.341908458515246,63.7030791372968,49.74519262432091,258.7086956092118,306.37401991311407,0.6948691637194714,0.5426174192212319,2.8219781115678844,3.341908458515246,71.91113081817346,58.679035066992014,98.90875740268947,1.0788904786346467,1.0788904786346467,9119.85087714372,278.60035330099714,325.0523538760798,3.0389550573053836,3.5456505456527587,60.84340861896313,49.340204085035715,78.98008264149634,0.861509753042059,0.861509753042059,5922.955338399621,249.30237088575285,290.9632604852492,2.7193745155913605,3.1738088680253904,41.97578167384891,26.4391116246843,64.2999772529484,0.7013800906646922,0.7013800906646922,3886.742183271995,197.09181128420565,245.7800529212477,2.149865029096039,2.6809532937054503,Monotonic nonlinear,,"sub(div(add(div(sub(0.148, -0.024), sqrt(0.196)), log(sub(div(add(div(sub(-0.002, -0.660), sqrt(sqrt(sub(sqrt(X0), sub(X0, X0))))), log(sub(sub(X0, X0), sqrt(-0.876)))), add(add(sqrt(X0), mul(X0, -0.209)), div(add(X0, X0), div(add(X0, X0), add(X0, -0.983))))), mul(mul(div(log(X0), div(-0.519, X0)), sub(sub(X0, -0.016), log(-0.876))), add(div(add(X0, X0), add(X0, X0)), div(div(X0, 0.039), add(X0, X0))))))), mul(add(sqrt(X0), div(X0, X0)), mul(-0.002, -0.660))), sqrt(X0))",-2.1150603929059315,2.1150603929059315,2.1150603929059315,38.448305091313486
all_zones_E_soil,HW,LPJ-GUESS,P,E_soil,Equal-width bins,12538,10,0.1107172094333702,0.760753217545064,0.4545454545454545,0.186904810349332,0.6,0.0166661155202821,0.1107172094333702,0.4545454545454545,0.3438282451120842,-139.212135,139.212135,-0.4343631522917632,0.4343631522917632,0.8888888888888888,0.1111111111111111,0.0,positive,0.8888888888888888,1,-1.037270548040887,0.7935426499321001,0.4553907742418868,1.037270548040887,0.7935426499321001,0.4553907742418868,False,True,True,False,1,0.1688245352618661,0.1496710505083252,valley,600.3691080729168,,0.7241236246283178,,6.230408051485506e-07,,,,,,320.49711,3.147842691749859,3.147842691749859,0.5221881879901598,0.5221881879901598,101.81484317497402,-139.212135,139.212135,-0.4343631522917632,0.4343631522917632,501.782085,1.565636847708237,0.7538498571904282,0.5917377614287899,1.3608770280047888,1.1898346649050184,5.036761677872932,0.575949379061401,1.8391710761406828,0.5627342807659812,0.0705542920443666,1.1898346649050184,5.036761677872932,-1.037270548040887,0.7935426499321001,0.4553907742418868,1.037270548040887,0.7935426499321001,0.4553907742418868,0.7650295782820398,0.4390279615110948,1.5656368477082363,1.1808824890807907,1.4245351697555089,1.5656368477082363,1.5656368477082363,1.1808824890807907,1.4245351697555089,1.5656368477082363,12538,12489,0.9960918806827244,101.81484317497402,613.75787,0.2862703830797722,85.75377276185287,0.1397192230901297,0.8422521715667786,0.1397192230901297,0.8422521715667786,7141.7519102692095,84.5088865757277,60.96558952248571,45.46813033052939,93.42944950329434,262.8056707683819,332.9207132214225,2.581211762186157,3.269864224504881,60.96558952248571,45.46813033052939,262.8056707683819,332.9207132214225,0.5987888172426217,0.4465766376754132,2.581211762186157,3.269864224504881,52.17172852992243,40.096048790152096,73.23243153248202,0.7192706804707084,0.7192706804707084,5243.513870538863,212.12464771184725,268.2696052331437,2.0834353920999535,2.634877163952496,61.78104871421375,47.4099041494803,86.82969664223806,0.8528196276157572,0.8528196276157572,7301.788897113514,264.9363221289125,343.1135272561237,2.602138488526726,3.3699755021619544,80.56059143431573,63.935672111969666,108.5581083800206,1.066230669269489,1.066230669269489,11381.821118789008,345.3216366602675,432.06927673103706,3.3916630020911054,4.243676690524425,Non-monotonic: U-shaped / inverted-U,,,-1.367306874507058,1.367306874507058,1.367306874507058,4.928378508992661
all_zones_E_soil,HW,LPJ-GUESS,P,E_soil,Equal-count bins,12538,10,0.9848469270960226,2.264966706588498e-07,0.9878787878787878,9.307459988955517e-08,0.9555555555555554,5.5114638447971785e-06,0.9848469270960226,0.9878787878787878,0.0030318607827651,138.771468,138.771468,0.9415989744774552,0.9415989744774552,0.8888888888888888,0.1111111111111111,0.0,positive,0.8888888888888888,1,1.139848516073883,0.8276774174492143,1.144084920952677,1.139848516073883,0.8276774174492143,1.144084920952677,True,False,True,False,1,0.087092785386329,0.0037701997459971,valley,922.86201171875,,1.02665886577543,,1.53897044762511e-06,,,,,,147.378525,1.4475151206265915,1.4475151206265915,0.2401248638978755,0.2401248638978755,101.81484317497402,138.771468,138.771468,0.9415989744774552,0.9415989744774552,155.985582,1.058401025522545,0.92384205318164,0.9757392367511218,1.692598457596839,1.1756558708271618,2.2212983584118584,1.144084920952677,0.7681979187102209,0.7315459558411697,1.0362621948521928,1.1756558708271618,2.2212983584118584,1.139848516073883,0.8276774174492143,1.144084920952677,1.139848516073883,0.8276774174492143,1.144084920952677,0.7261293108492021,1.0037166384998126,1.058401025522545,0.4706281122029142,0.7564737264129899,1.058401025522545,1.058401025522545,0.4706281122029142,0.7564737264129899,1.058401025522545,12538,11285,0.9000638060296698,101.81484317497402,613.75787,0.1709590974553595,83.68613745338769,0.1363504103880373,0.8219443731752234,0.1363504103880373,0.8219443731752234,6815.50747544849,82.5560868467522,59.75215441401537,45.851183589779225,93.0585423921252,256.02982611757335,327.0701134514357,2.5146611057247616,3.2124010925337183,59.75215441401537,45.851183589779225,256.02982611757335,327.0701134514357,0.5868707602026969,0.4503388912654083,2.5146611057247616,3.2124010925337183,52.42071529585685,42.18541993359929,72.88284943137647,0.7158371722492718,0.7158371722492718,5189.967932656056,217.3544439546043,275.3372664925386,2.134801146637034,2.704293970372841,64.40697511975932,50.50695838424942,89.55450412689825,0.8795820072422471,0.8795820072422471,7798.832593184109,272.526668622226,352.7224197893052,2.676688978972103,3.464351648444163,74.81486125932032,57.26469970667398,102.9883532187418,1.0115259230105678,1.0115259230105678,10204.391137258626,328.26978029242827,410.91510979671386,3.224183921083882,4.035905738130296,Non-monotonic: U-shaped / inverted-U,,,1.3629787531226083,1.3629787531226083,1.3629787531226083,1.5320514881305745
all_zones_E_soil,HW,LPJ-GUESS,P,E_soil,LOWESS,12538,12288,0.9606510945966976,0.0,0.9906113573775964,0.0,0.9837595650721632,0.0,0.9606510945966976,0.9906113573775964,0.0299602627808988,-127.6750169780396,127.6750169780396,-0.4194139309191192,0.4194139309191192,0.946528851631806,0.0515992512411491,0.0018718971270448,positive,0.946528851631806,7,0.8806840296830554,0.886722936742769,0.5910549284637484,0.8806840296830554,0.886722936742769,0.5910549284637484,True,False,True,True,7,0.2047377598513436,1.994687429505703e-06,valley,787.0442057291666,-3.627903998883116,0.8249635407114766,3.6638464991911532e-174,0.0,True,,,,,304.4129142259243,2.9898677317881353,2.9898677317881353,0.495982095066128,0.495982095066128,101.81484317497402,-127.6750169780396,127.6750169780396,-0.4194139309191192,0.4194139309191192,481.1597331925112,1.5806153770316456,0.8047379460294177,0.7779947716765947,4.15336706978283,0.922857489770882,17.460476141280722,0.8901054763737528,0.5998013496198495,0.5038931544118943,0.8574185942446482,0.922857489770882,17.460476141280722,0.8806840296830554,0.886722936742769,0.5910549284637484,0.8806840296830554,0.886722936742769,0.5910549284637484,1.0068570643456394,0.671131652831788,1.5806153770316502,1.1368630605158776,1.4084699515989207,1.5806153770316502,1.5806153770316502,1.1368630605158776,1.4084699515989207,1.5806153770316502,12538,12538,1.0,101.81484317497402,613.75787,0.2906626575938401,85.74724761016596,0.1397085916147453,0.842188083154093,0.1397085916147453,0.842188083154093,7166.024426358119,84.65237401489765,61.129992417448214,46.140350456188024,93.73932960936492,262.9021425529096,333.2083468569626,2.582159283996527,3.2726892903456815,61.129992417448214,46.140350456188024,262.9021425529096,333.2083468569626,0.6004035414796367,0.4531790161174581,2.582159283996527,3.2726892903456815,52.99509000364751,41.953293230088825,73.18316386941011,0.7187867857699403,0.7187867857699403,5280.761147310014,217.03359632841165,273.42538185808417,2.131649861262648,2.685515916261725,64.13999086043917,49.024602688132674,90.12125243887697,0.8851484678319346,0.8851484678319346,7875.851428331354,275.95039637662177,359.851303623892,2.7103159791975213,3.5343697677309107,80.51191372753274,61.572603388052016,109.25640290136842,1.0730891439237962,1.0730891439237962,11356.397414029108,349.51430673264247,434.5256856892212,3.432842362011836,4.267802926754664,Non-monotonic: U-shaped / inverted-U,,,-1.253992178317493,1.253992178317493,1.253992178317493,4.725830912155054
