Zone,Output,Dominant_Factor,Precip_Value,LAI_Value,Dominance_Ratio
HW,evapotrans,LAI,0.34844760786520446,0.543679104218766,1.5602893858093498
HW,tran,LAI,0.01807463757434028,0.788426073770268,43.62057419770907
HW,evspsblveg,LAI,0.46854380927845884,0.545145256172629,1.1634883339847877
HW,evspsblsoi,LAI,0.008554824663578806,0.8271334094176835,96.68618963875333
HD,evapotrans,Precipitation,0.7429481588804783,0.20849864740521767,3.5633236367247227
HD,tran,LAI,0.06672683002622963,0.8791242766526799,13.17497436922461
HD,evspsblveg,LAI,0.10923381094000628,0.8610117345364651,7.88228229280698
HD,evspsblsoi,Precipitation,1.1081342004689383,0.3903956886339903,2.8384898513159658
CW,evapotrans,Precipitation,0.5065840125756531,0.2802123256791238,1.8078577063557362
CW,tran,LAI,0.24196419783804335,0.546216932561684,2.2574287320868303
CW,evspsblveg,LAI,0.33089434204445345,0.7296556212974152,2.205101533524803
CW,evspsblsoi,LAI,0.5539962077770383,0.6316010550069108,1.1400819103568616
CD,evapotrans,LAI,0.29582407904620106,0.5360697093593377,1.812123309591723
CD,tran,LAI,0.005925271085873352,0.8966468946177009,151.32588306766928
CD,evspsblveg,LAI,0.14576755165124722,0.8679288489139743,5.954197888945116
CD,evspsblsoi,Precipitation,0.3889272489182457,0.1950706430691339,1.9937764217090856
