analysis_group,zone,model,x_label,y_label,method,n_raw_points,n_curve_points,raw_amplitude,normalized_amplitude,amplitude_divided_by_raw_y_range,strength_raw_net_change,strength_absolute_net_change,strength_normalized_net_change,strength_normalized_absolute_net_change,raw_total_variation,normalized_total_variation,mean_absolute_elasticity,median_absolute_elasticity,max_absolute_elasticity,mean_absolute_slope,max_absolute_slope,median_absolute_slope,slope_standard_deviation,slope_interquartile_range,overall_standardized_slope,mean_standardized_absolute_slope,max_standardized_absolute_slope,early_standardized_slope,middle_standardized_slope,late_standardized_slope,early_absolute_standardized_slope,middle_absolute_standardized_slope,late_absolute_standardized_slope,accumulated_slope_final_value,accumulated_slope_early_value,accumulated_slope_middle_value,accumulated_slope_late_value
HW_T,HW,CLASSIC,P,T,Equal-width bins,12340,10,250.48602,1.0,0.4039092502807427,115.13126500000004,115.13126500000004,0.4596314995942689,0.4596314995942689,385.8407749999999,1.540368500405731,0.3597550853749982,0.2156166883594136,0.9683487494774417,1.5308130605060342,4.139313020192588,1.5905596373725726,1.8871697903857776,2.185571762464553,0.8608656949442675,1.5308130605060342,4.139313020192588,1.6129187014550233,1.1819815821092003,-0.2123031987314208,1.6129187014550233,1.1819815821092003,0.2123031987314208,13.777317544554307,9.56722218614799,13.140407948360046,13.777317544554307
HW_T,HW,CLASSIC,P,T,Equal-count bins,12340,10,219.14147,1.0,0.35336609545363,215.54232,215.54232,0.9835761346312042,0.9835761346312042,222.74062,1.0164238653687958,0.5154549524966806,0.5797539708391297,0.7990087981646298,1.367842381392287,2.2920627783647394,1.650385075031957,0.7768311773863074,1.303266099542217,1.3545304439783223,1.367842381392287,2.2920627783647394,1.9584490115421984,0.8194775521522507,-0.0599037183628406,1.9584490115421984,0.8194775521522507,0.0599037183628406,12.310581432530586,9.792245057710993,12.250677714167743,12.310581432530586
HW_T,HW,CLASSIC,P,T,LOWESS,12340,12149,294.38547624967725,1.0,0.4746972186533465,134.08443235806806,134.08443235806806,0.4554723081662729,0.4554723081662729,454.6946131818908,1.5445551831376734,0.5495324169647714,0.660256838094296,2.60603707749463,2.0422763104890485,16.53910584243198,2.487637545272869,1.3465888717061054,2.2857562621738565,2.007190175937333,2.0422763104890485,16.53910584243198,3.0504277661337293,1.5624738513244651,-0.1029729512716907,3.0504277661337293,1.5624738513244651,0.1029729512716907,24809.572619821007,14877.643497374347,24698.8766972039,24809.572619821007
HW_T,HW,CLASSIC,P,T,Polynomial degree 3,12340,300,260.3152420851493,1.0,0.4197588922018989,57.37008404545938,57.37008404545938,0.2203869569292972,0.2203869569292972,463.2604001248393,1.779613043070703,0.7035456226732116,0.4615884352677427,4.817813367671653,1.779613043070703,5.728305787918706,1.7485802216047044,2.139812960764869,2.6078999393899953,0.2203869569292974,1.779613043070703,5.728305787918706,1.259572810206225,1.701833082527951,-2.2854305606902967,1.259572810206225,1.701833082527951,2.2854305606902967,532.1042998781402,130.09390992510697,298.57538509537414,532.1042998781402
HW_T,HW,CLASSIC,P,T,GAM,12340,300,311.264947252135,1.0,0.5019154022379564,165.3750354536736,165.3750354536736,0.5312999003376834,0.5312999003376834,490.92871439084865,1.5772052674893071,0.4073040873022445,0.3180822171546548,1.4906785767934572,1.5772052674893071,5.413298598501635,1.2293039292407484,2.056137363706592,2.064596037693623,0.5312999003376833,1.5772052674893071,5.413298598501635,0.2557184947455685,1.0096056547246712,0.33335860908668,0.2557184947455685,1.0096056547246712,0.33335860908668,471.58437497930305,305.8545090726223,405.8054688903648,471.58437497930305
HW_T,HW,CLASSIC,P,T,Piecewise linear,12340,300,307.4188815088858,1.0,0.4957136128890488,302.59542838020775,302.59542838020775,0.9843098345000691,0.9843098345000691,312.2423346375639,1.0156901654999309,0.2340982991530128,0.0893826108307984,0.6437764788074982,1.0156901654999309,1.9001075317840692,1.9001075317839713,0.9638377976164336,1.9333795848654445,0.9843098345000691,1.0156901654999309,1.9001075317840692,1.900107531784024,1.087122147931916,-0.0332720530814135,1.900107531784024,1.087122147931916,0.0332720530814135,303.6913594844788,190.0107531784024,300.36415417633805,303.6913594844788
HW_T,HW,CLASSIC,P,T,Symbolic regression,12340,300,600.4853893716681,1.0,0.9682839921591246,600.4853893716681,600.4853893716681,1.0,1.0,600.4853893716681,1.0,0.5085649830764836,0.5059648270247903,0.8593566212867189,1.0,14.577422829141232,0.7158148942432714,1.0716517645755304,0.4246435358662197,1.0,1.0,14.577422829141232,1.713393546987554,0.7260853444024304,0.5577819620540397,1.713393546987554,0.7260853444024304,0.5577819620540397,298.99999999999994,171.33935469875522,243.22180379459573,298.99999999999994
HW_T,HW,LPJ-GUESS,P,T,Equal-width bins,12538,10,547.4558300000001,1.0,0.5441108378896644,534.2467800000002,534.2467800000002,0.9758719347275928,0.9758719347275928,592.0112400000003,1.0813863101978478,0.3528906731604697,0.3627499065063453,0.6356912603544479,1.2068995161943246,2.506616311914669,1.0227573979768048,1.011120899570071,1.8799274372958883,1.1001716157372474,1.2068995161943246,2.506616311914669,1.6728435829982218,1.5626026755167697,0.0650685886967509,1.6728435829982218,1.5626026755167697,0.0650685886967509,10.86209564574892,5.018530748994666,9.706338775544976,10.86209564574892
HW_T,HW,LPJ-GUESS,P,T,Equal-count bins,12538,10,493.10777500000006,1.0,0.4900948531777588,493.10777500000006,493.10777500000006,1.0,1.0,493.10777500000006,1.0,0.523795499448668,0.5312756808325358,0.949457296264476,1.2632575083700548,2.258601265475663,1.3423269833232114,0.5558509277666775,0.6506218616832836,1.2632575083700548,1.2632575083700548,2.258601265475663,1.6673089359126243,0.9480284326200876,0.1886875979071083,1.6673089359126243,0.9480284326200876,0.1886875979071083,11.369317575330491,8.336544679563122,11.180629977423385,11.369317575330491
HW_T,HW,LPJ-GUESS,P,T,LOWESS,12538,12288,581.664413232171,1.0,0.5781104043669725,519.7819206309831,519.7819206309831,0.8936113484108102,0.8936113484108102,678.1553916897328,1.1658877116469697,0.4725000849016135,0.5070511107863584,0.9577954020683412,1.7931695435545372,6.666057771620048,1.9437632172285408,0.8693368553016427,1.043391501375467,1.7814618573549363,1.7931695435545372,6.666057771620048,2.278431995877336,1.7200882833084283,0.006469898066923,2.278431995877336,1.7200882833084283,0.006469898066923,22032.674181654624,10938.175231669777,21910.61839089421,22032.674181654624
